226-0280,Erne Integrated College,"5A DERRYGORE ROAD, DRUMCOO",,,ENNISKILLEN,FERMANAGH,BT74 4FY,028 6632 5996,Grant Maintained Integrated,Secondary,Open,,info@ernecollege.enniskillen.ni.sch.uk
226-0283,Drumragh Integrated College,70 Crevenagh Road,,,OMAGH,TYRONE,BT79 0GW,028 8225 2440,Grant Maintained Integrated,Secondary,Open,,info@drumraghcollege.omagh.ni.sch.uk
321-0035,Magherafelt High School,30 MONEYMORE ROAD,,,MAGHERAFELT,LONDONDERRY,BT45 6AF,028 7963 2385,Controlled,Secondary,Open,,info@magherafelthigh.magherafelt.ni.sch.uk
321-0038,Larne High School,20 SALLAGH PARK,,,LARNE,ANTRIM,BT40 1NT,028 2827 2159,Controlled,Secondary,Open,,info@larnehs.larne.ni.sch.uk
321-0124,Ballycastle High School,33 RATHLIN ROAD,,,BALLYCASTLE,ANTRIM,BT54 6LD,028 2076 2254,Controlled,Secondary,Open,,info@ballycastlehigh.ballycastle.ni.sch.uk
321-0133,Ballymoney High School,17 GARRYDUFF ROAD,,,BALLYMONEY,ANTRIM,BT53 7AN,028 2766 2361,Controlled,Secondary,Open,,info@ballymoneyhigh.ballymoney.ni.sch.uk
321-0134,Ballyclare Secondary School,19 DOAGH ROAD,,,BALLYCLARE,ANTRIM,BT39 9BG,028 93322610,Controlled,Secondary,Open,,info@ballyclaresec.ballyclare.ni.sch.uk
321-0172,Cullybackey College,44 POTTINGER STREET,CULLYBACKEY,,BALLYMENA,ANTRIM,BT42 1BP,028 2588 0771,Controlled,Secondary,Open,,info@cullybackeycollege.ballymena.ni.sch.uk
321-0202,Glengormley High School,134 BALLYCLARE ROAD,,,NEWTOWNABBEY,ANTRIM,BT36 5HP,028 9083 7223,Controlled,Secondary,Open,,info@glengormleyhigh.newtownabbey.ni.sch.uk
321-0208,Dunclug College,DOURY ROAD,,,BALLYMENA,ANTRIM,BT43 6SU,028 2565 3665,Controlled,Secondary,Open,,info@dunclugcollege.ballymena.ni.sch.uk
321-0222,Dunluce School,16 DUNLUCE ROAD,,,BUSHMILLS,ANTRIM,BT57 8QQ,028 2073 1448,Controlled,Secondary,Open,,info@dunluce.bushmills.ni.sch.uk
321-0300,Coleraine College,14 CARTHALL ROAD,,,COLERAINE,LONDONDERRY,BT51 3LR,028 7035 7000,Controlled,Secondary,Open,,info@colerainecollege.coleraine.ni.sch.uk
321-0313,Abbey Community College ,Bridge Road,Monkstown,,NEWTOWNABBEY,ANTRIM,BT37 0EA,9086 7431/9086 7432,Controlled,Secondary,Open,,info@abbeycommunitycollege.newtownabbey.ni.sch.uk
321-0323,Carrickfergus Academy ,110 North Road ,Carrickfergus,,CARRICKFERGUS,ANTRIM,BT38 7QX,028 9336 2347,Controlled,Secondary,Open,,info@carrickfergusacademy.carrickfergus.ni.sch.uk
323-0075,Our Lady of Lourdes High School,CASTLE STREET,,,BALLYMONEY,ANTRIM,BT53 6JX,028 2766 2050,Roman Catholic Maintained,Secondary,Open,,info@lourdeshigh.ballymoney.ni.sch.uk
323-0084,St Patrick's College,BROUGHSHANE ROAD,,,BALLYMENA,ANTRIM,BT43 7DZ,028 25645059,Roman Catholic Maintained,Secondary,Open,,info@stpatricks.ballymena.ni.sch.uk
323-0132,St Colm's High School Draperstown,2 MAGHERAFELT ROAD,DRAPERSTOWN,,DRAPERSTOWN,LONDONDERRY,BT45 7AF,028 7962 8377,Roman Catholic Maintained,Secondary,Open,,info@stcolmshigh.draperstown.ni.sch.uk
323-0168,St Pius X College,59 MONEYMORE ROAD,,,MAGHERAFELT,LONDONDERRY,BT45 6HQ,028 7963 2186,Roman Catholic Maintained,Secondary,Open,,info@stpiusx.magherafelt.ni.sch.uk
323-0203,Edmund Rice College,96-100 HIGHTOWN ROAD,,,NEWTOWNABBEY,ANTRIM,BT36 7AU,028 9084 8433,Roman Catholic Maintained,Secondary,Open,,info@edmundricecollege.glengormley.ni.sch.uk
323-0227,Cross and Passion College,10 MOYLE ROAD,,,BALLYCASTLE,ANTRIM,BT54 6LA,028 2076 2473,Roman Catholic Maintained,Secondary,Open,,info@crossandpassion.ballycastle.ni.sch.uk
323-0234,"St Patrick's College, Maghera",25 COLERAINE ROAD,,,MAGHERA,LONDONDERRY,BT46 5BN,028 7964 2451,Roman Catholic Maintained,Secondary,Open,,info@stpatricks.maghera.ni.sch.uk
323-0308,St Benedict's College,5 CRAIGSTOWN ROAD,RANDALSTOWN,,RANDALSTOWN,ANTRIM,BT41 2AF,028 94472411,Roman Catholic Maintained,Secondary,Open,,info@stbenedicts.randalstown.ni.sch.uk
323-0310,ST KILLIAN'S COLLEGE,25 TOWER ROAD,CARNLOUGH,,BALLYMENA,ANTRIM,BT44 0JS,028 2888 5202,Roman Catholic Maintained,Secondary,Open,,info@stkillians.carnlough.ni.sch.uk
323-0318,St Conor's College,230 Mayogall Road ,Clady,Ballymena ,PORTGLENONE,ANTRIM,BT44 8NN,028 2954 0536,Roman Catholic Maintained,Secondary,Open,,info@saintconorscollege.clady.ni.sch.uk
325-0149,Crumlin Integrated College,10 GLENAVY ROAD,,,CRUMLIN,ANTRIM,BT29 4LA,028 9445 2497,Controlled Integrated,Secondary,Open,,info@cic.crumlin.ni.sch.uk
325-0207,Parkhall Integrated College,STEEPLE ROAD,,,ANTRIM,ANTRIM,BT41 1AF,028 9446 2963,Controlled Integrated,Secondary,Open,,info@parkhallintegratedcollege.antrim.ni.sch.uk
326-0289,Slemish College,147A LARNE ROAD,,,BALLYMENA,ANTRIM,BT42 3HA,028 2563 0156,Grant Maintained Integrated,Secondary,Open,,info@slemish.ballymena.ni.sch.uk
326-0290,North Coast Integrated College,21 CLOYFIN ROAD,,,COLERAINE,LONDONDERRY,BT52 2NU,028 7032 9026,Grant Maintained Integrated,Secondary,Open,,info@ncic.coleraine.ni.sch.uk
326-0299,Ulidia Integrated College,112 VICTORA ROAD,,,CARRICKFERGUS,ANTRIM,BT38 7JL,028 93358500,Grant Maintained Integrated,Secondary,Open,,info@ulidia.carrickfergus.ni.sch.uk
326-0303,Sperrin Integrated College,39 POUND ROAD,,,MAGHERAFELT,LONDONDERRY,BT45 6NR,028 79634177,Grant Maintained Integrated,Secondary,Open,,info@sperrin.magherafelt.ni.sch.uk
421-0012,Movilla High School,DONAGHADEE ROAD,,,NEWTOWNARDS,DOWN,BT23 7HA,028 9181 2283,Controlled,Secondary,Open,,info@movilla.newtownards.ni.sch.uk
421-0029,The High School Ballynahinch,103 BELFAST ROAD,,,BALLYNAHINCH,DOWN,BT24 8EH,028 9756 2424,Controlled,Secondary,Open,,info@ballynahinchhigh.ballynahinch.ni.sch.uk
421-0045,Nendrum College,DARRAGH ROAD,COMBER,,NEWTOWNARDS,DOWN,BT23 5BX,028 9187 2361,Controlled,Secondary,Open,,info@nendrumcollege.comber.ni.sch.uk
421-0046,Glastry College,14 VICTORIA ROAD,,,NEWTOWNARDS,DOWN,BT22 1DQ,028 4277 1226,Controlled,Secondary,Open,,info@glastry.newtownards.ni.sch.uk
421-0051,Lisnagarvey High School,WARREN GARDENS,,,LISBURN,ANTRIM,BT28 1HN,028 9266 2636,Controlled,Secondary,Open,,info@lisnagarvey.lisburn.ni.sch.uk
421-0063,Saintfield High School,21 COMBER ROAD,,,SAINTFIELD,DOWN,BT24 7BB,028 9751 0356,Controlled,Secondary,Open,,info@saintfield.saintfield.ni.sch.uk
421-0201,Laurelhill Community College,22 LAURELHILL ROAD,,,LISBURN,ANTRIM,BT28 2UH,028 9260 7351,Controlled,Secondary,Open,,info@laurelhill.lisburn.ni.sch.uk
421-0262,Dundonald High School,764 UPPER NEWTOWNARDS ROAD,DUNDONALD,,BELFAST,ANTRIM,BT16 1TH,028 9048 4271,Controlled,Secondary,Open,,info@dundonald.belfast.ni.sch.uk
421-0296,Bangor Academy and 6th Form College,2 Castle Park Road,,,BANGOR,DOWN,BT20 4TB,028 9127 0535,Controlled,Secondary,Open,,info@bangoracademy.bangor.ni.sch.uk
421-0316,Breda Academy,NEWTOWNBREDA ROAD,,,BELFAST,ANTRIM,BT8  6PY,02890 645374,Controlled,Secondary,Open,,info@breda.belfast.ni.sch.uk
423-0023,St Mary's High School,23 ARDGLASS ROAD,,,DOWNPATRICK,DOWN,BT30 6JQ,028 4461 2515,Roman Catholic Maintained,Secondary,Open,,info@stmaryshs.downpatrick.ni.sch.uk
423-0067,St Columba's College,2 BALLYPHILIP ROAD,PORTAFERRY,,NEWTOWNARDS,DOWN,BT22 1RB,028 4272 8323,Roman Catholic Maintained,Secondary,Open,,info@stcolumbas.portaferry.ni.sch.uk
423-0102,St Colmcille's High School,1 KILLYLEAGH ROAD,,,CROSSGAR,DOWN,BT30 9EY,028 4483 0311,Roman Catholic Maintained,Secondary,Open,,info@stcolmcilles.crossgar.ni.sch.uk
423-0107,St Columbanus' College,BALLYMACONNELL ROAD,,,BANGOR,DOWN,BT20 5PU,028 9127 0927,Roman Catholic Maintained,Secondary,Open,,info@stcolumbanuscollege.bangor.ni.sch.uk
423-0161,St Colman's High School & Sixth Form College ,52 CROSSGAR ROAD,,,BALLYNAHINCH,DOWN,BT24 8XR,028 9756 2518,Roman Catholic Maintained,Secondary,Open,,info@stcolmans.ballynahinch.ni.sch.uk
423-0165,St Patrick's Academy,BALLINDERRY ROAD,,,LISBURN,ANTRIM,BT28 1TD,028 9266 4877,Roman Catholic Maintained,Secondary,Open,,info@stpats.lisburn.ni.sch.uk
423-0211,St Malachy's High School,3 DUBLIN ROAD,,,CASTLEWELLAN,DOWN,BT31 9AG,028 43778255,Roman Catholic Maintained,Secondary,Open,,info@stmalachys.castlewellan.ni.sch.uk
423-0223,St Colm's High School,70 SUMMERHILL DRIVE,"TWINBROOK, DUNMURRY",,BELFAST,ANTRIM,BT17 0BT,028 9030 1118,Roman Catholic Maintained,Secondary,Open,,info@stcolms.lisburn.ni.sch.uk
423-0224,De La Salle High School,28 STRUELL ROAD,,,DOWNPATRICK,DOWN,BT30 6JR,028 4461 2520,Roman Catholic Maintained,Secondary,Open,,info@dls.downpatrick.ni.sch.uk
425-0024,Priory College,MY LADY'S MILE,,,HOLYWOOD,DOWN,BT18 9ER,028 9042 3481,Controlled Integrated,Secondary,Open,,info@priorycollege.holywood.ni.sch.uk
425-0072,Fort Hill Integrated College,BELFAST ROAD,,,LISBURN,ANTRIM,BT27 4TL,028 9266 3670,Controlled Integrated,Secondary,Open,,info@forthill.lisburn.ni.sch.uk
426-0255,Lagan College,44 MANSE ROAD,CASTLEREAGH,,BELFAST,ANTRIM,BT8 6SA ,028 9040 1810,Grant Maintained Integrated,Secondary,Open,,info@lagancollege.belfast.ni.sch.uk
426-0281,Shimna Integrated College,THE LAWNFIELD,3 KING STREET,,NEWCASTLE,DOWN,BT33 0HD,028 4372 6107,Grant Maintained Integrated,Secondary,Open,,info@shimna.newcastle.ni.sch.uk
426-0295,Strangford Integrated College,ABBEY ROAD,,,CARROWDORE,DOWN,BT22 2GB,028 9186 1199,Grant Maintained Integrated,Secondary,Open,,info@strangfordcollege.carrowdore.ni.sch.uk
426-0309,Blackwater Integrated College,12 Old Belfast Road,Downpatrick,,DOWNPATRICK,DOWN,BT30 6SG,02844 612115,Grant Maintained Integrated,Secondary,Open,,info@blackwateric.downpatrick.ni.sch.uk
521-0016,Kilkeel High School,KNOCKCHREE AVENUE,KILKEEL,,NEWRY,DOWN,BT34 4BP,028 4176 2365,Controlled,Secondary,Open,,info@kilkeelhigh.kilkeel.ni.sch.uk
521-0025,Newtownhamilton High School,9 ARMAGH ROAD,NEWTOWNHAMILTON,,NEWRY,DOWN,BT35 0DG,028 3087 8246,Controlled,Secondary,Open,,info@nhs.newtownhamilton.ni.sch.uk
521-0043,Clounagh Junior High School,BROWNSTOWN ROAD,,,PORTADOWN,ARMAGH,BT62 3QA,028 3833 2717,Controlled,Secondary,Open,,info@clounagh.portadown.ni.sch.uk
521-0047,Banbridge High School,69A PRIMROSE GARDENS,,,BANBRIDGE,DOWN,BT32 3EW,028 4062 2471,Controlled,Secondary,Open,,info@banbridgehigh.banbridge.ni.sch.uk
521-0054,Killicomaine Junior High School,UPPER CHURCH LANE,,,PORTADOWN,ARMAGH,BT63 5JE,028 3833 2021,Controlled,Secondary,Open,,info@killicomaine.portadown.ni.sch.uk
521-0064,Dromore High School,31 BANBRIDGE ROAD,,,DROMORE,DOWN,BT25 1ND,028 9269 2278,Controlled,Secondary,Open,,info@dromorehigh.down.ni.sch.uk
521-0083,Markethill High School,61 MOWHAN ROAD,MARKETHILL,,ARMAGH,ARMAGH,BT60 1RQ,028 3755 1270,Controlled,Secondary,Open,,info@markethillhigh.markethill.ni.sch.uk
521-0097,Fivemiletown College ,51 COLEBROOK ROAD,Corcreevy Demense,,FIVEMILETOWN,TYRONE,BT75 0SB,028 8952 1279,Controlled,Secondary,Open,,info@college.fivemiletown.ni.sch.uk
521-0121,City Armagh High School,88-96 ALEXANDER ROAD,,,ARMAGH,ARMAGH,BT61 7JH,028 3752 2278,Controlled,Secondary,Open,,info@armaghhigh.armagh.ni.sch.uk
521-0127,Rathfriland High School,78 NEWRY STREET,RATHFRILAND,,NEWRY,DOWN,BT34 5PZ,028 4063 0374,Controlled,Secondary,Open,,info@rathfrilandhigh.rathfriland.ni.sch.uk
521-0143,Tandragee Junior High School,ARMAGH ROAD,,,TANDRAGEE,ARMAGH,BT62 2AY,028 3884 0278,Controlled,Secondary,Open,,info@tjhs.tandragee.ni.sch.uk
521-0153,Aughnacloy High School,23 CARNTEEL ROAD,,,AUGHNACLOY,TYRONE,BT69 6DX,028 8555 7289,Controlled,Secondary,Open,,info@ahs.aughnacloy.ni.sch.uk
521-0186,Newry High School,23 ASHGROVE ROAD,,,NEWRY,DOWN,BT34 1QN,028 3026 2383,Controlled,Secondary,Open,,info@newryhigh.newry.ni.sch.uk
521-0230,Cookstown High School,COOLNAFRANKIE DEMESNE,MOLESWORTH STREET,,COOKSTOWN,TYRONE,BT80 8PQ,028 8676 3620,Controlled,Secondary,Open,,info@chs.cookstown.ni.sch.uk
521-0231,Drumglass High School,24-38 CARLAND ROAD,,,DUNGANNON,TYRONE,BT71 4AA,028 8772 2421,Controlled,Secondary,Open,,info@drumglasshigh.dungannon.ni.sch.uk
521-0271,Lurgan Junior High,TOBERHEWNY LANE LOWER,,,LURGAN,ARMAGH,BT66 8SU,028 3832 3243,Controlled,Secondary,Open,,info@lurganjuniorhigh.lurgan.ni.sch.uk
521-0282,Craigavon Senior High School,26-34 LURGAN ROAD,,,PORTADOWN,ARMAGH,BT63 5HJ,028 3834 9222,Controlled,Secondary,Open,,info@craigavonsenhigh.portadown.ni.sch.uk
523-0056,St Joseph's Boys' High School,20 ARMAGH ROAD,,,NEWRY,DOWN,BT35 6DH,028 3026 2595,Roman Catholic Maintained,Secondary,Open,,info@stjosephhigh.newry.ni.sch.uk
523-0076,St Patrick's College,38 SCARVA ROAD,,,BANBRIDGE,DOWN,BT32 3AS,028 4066 2309,Roman Catholic Maintained,Secondary,Open,,info@stpatricks.banbridge.ni.sch.uk
523-0108,St Mary's High School,UPPER CHAPEL STREET,,,NEWRY,DOWN,BT34 2DT,028 3026 2851,Roman Catholic Maintained,Secondary,Open,,info@stmarys.newry.ni.sch.uk
523-0135,St Mark's High School,UPPER DROMORE ROAD,WARRENPOINT,,NEWRY,DOWN,BT34 3PN,028 41753366,Roman Catholic Maintained,Secondary,Open,,info@stmarks.warrenpoint.ni.sch.uk
523-0152,St Ciaran's College,15 TULLYBRYAN ROAD,BALLYGAWLEY,,DUNGANNON,TYRONE,BT70 2LY,028 8556 8640,Roman Catholic Maintained,Secondary,Open,,info@stciarans.ballygawley.ni.sch.uk
523-0157,St Paul's High School,108 CAMLOUGH ROAD,BESSBROOK,,NEWRY,DOWN,BT35 7EE,028 3083 0309,Roman Catholic Maintained,Secondary,Open,,info@stpauls.bessbrook.ni.sch.uk
523-0167,St Joseph's High School,77 DUNDALK ROAD,CROSSMAGLEN,,NEWRY,DOWN,BT35 9HL,028 3086 1240,Roman Catholic Maintained,Secondary,Open,,info@stjosephs.crossmaglen.ni.sch.uk
523-0187,St Patrick's High School,MIDDLETOWN ROAD,MADDAN ROAD,,KEADY,ARMAGH,BT60 3TH,028 3753 1393,Roman Catholic Maintained,Secondary,Open,,info@stpatricks.keady.ni.sch.uk
523-0192,St Joseph's College,29 SCHOOL LANE,COALISLAND,,DUNGANNON,TYRONE,BT71 4NW,028 8774 0510,Roman Catholic Maintained,Secondary,Open,,info@stjosephs.coalisland.ni.sch.uk
523-0213,Lismore Comprehensive School,DRUMGASK,,,CRAIGAVON,ARMAGH,BT65 5DU,028 3831 4950,Roman Catholic Maintained,Secondary,Open,,info@lismorecomp.craigavon.ni.sch.uk
523-0218,St Catherine's College,2A CONVENT ROAD,,,ARMAGH,ARMAGH,BT60 4BG,028 3752 2023,Roman Catholic Maintained,Secondary,Open,,info@stcatherines.armagh.ni.sch.uk
523-0278,Holy Trinity College,CHAPEL STREET,,,COOKSTOWN,TYRONE,BT80 8QB,028 8676 2420,Roman Catholic Maintained,Secondary,Open,,info@holytrinityc.cookstown.ni.sch.uk
523-0293,St Patrick's College,41 Killymeal Road ,,,DUNGANNON,TYRONE,BT71 6LJ,028 87722205,Roman Catholic Maintained,Secondary,Open,,info@stpatrickscollege.dungannon.ni.sch.uk
523-0321,St John the Baptist College,4 Moy Road,Portadown,Armagh,ARMAGH,ARMAGH,BT62 1QQ,028 3833 4725,Roman Catholic Maintained,Secondary,Open,,info@sjbc.portadown.ni.sch.uk
525-0216,Brownlow Int College,TULLYGALLY ROAD,,,CRAIGAVON,ARMAGH,BT65 5BS,028 3834 2121,Controlled Integrated,Secondary,Open,,info@brownlowcollege.craigavon.ni.sch.uk
526-0285,New-Bridge Integrated College,25 DONARD VIEW ROAD,LOUGHBRICKLAND,,BANBRIDGE,DOWN,BT32 3LN,028 4062 5010,Grant Maintained Integrated,Secondary,Open,,info@newbridgecollege.loughbrickland.ni.sch.uk
526-0286,Integrated College Dungannon,21 GORTMERRON LINK ROAD,,,DUNGANNON,TYRONE,BT71 6LS,028 8772 4401,Grant Maintained Integrated,Secondary,Open,,info@intcollege.dungannon.ni.sch.uk
