id,name,postcode,geometry,bbox_north,bbox_south,bbox_east,bbox_west,place_id,osm_type,osm_id,lat,lon,display_name,class,type,importance
5420314,St Ronan's College,BT67 9JW,"MULTIPOLYGON (((-6.3495387 54.4613895, -6.349013 54.460942, -6.3488909 54.4608741, -6.3487695 54.4608219, -6.3487475 54.4608124, -6.3485882 54.4607507, -6.348328 54.4607044, -6.3481832 54.4606779, -6.3481195 54.4606443, -6.347969 54.4606275, -6.3457429 54.461239, -6.3458869 54.461402, -6.3463669 54.4619479, -6.3471912 54.4627605, -6.3481816 54.4622011, -6.3495387 54.4613895)), ((-6.3380462 54.4608118, -6.3375734 54.4603999, -6.3370903 54.4605916, -6.3358118 54.4610989, -6.3352638 54.4613258, -6.3361517 54.4619996, -6.33656 54.461818, -6.3375174 54.4613228, -6.3377679 54.4611933, -6.3375387 54.4610215, -6.3380462 54.4608118)))",54.4627605,54.4603999,-6.3352638,-6.3495387,298559362,relation,11200706,54.46167495,-6.347594145370258,"St Ronan's College, Francis Street, Lurgan, County Armagh, Ulster, Northern Ireland, BT67 9JW, United Kingdom",amenity,school,0.6001000000000001
1420021,St Mary's Christian Brothers' Grammar School,BT11 8NR,"POLYGON ((-6.0061078 54.583258, -6.0033845 54.5816969, -6.0028927 54.5815783, -6.0026592 54.5818066, -6.0020614 54.5826161, -6.0019242 54.5826339, -5.9999511 54.5817805, -5.9998433 54.5818868, -6.0001291 54.5820911, -5.9992947 54.5827644, -5.9995511 54.5830834, -6.0005727 54.5838214, -6.0008038 54.584034, -6.0012099 54.5838955, -6.0014731 54.5840058, -6.0021381 54.5841365, -6.0036133 54.5850326, -6.0037796 54.5849491, -6.0061078 54.583258))",54.5850326,54.5815783,-5.9992947,-6.0061078,199754234,way,414349039,54.5835397,-6.002951360491052,"St Mary's Christian Brothers' Grammar School, 147A, Glen Road, Lenadoon, Belfast, County Antrim, Ulster, Northern Ireland, BT11 8NR, United Kingdom",amenity,school,0.9001
1410270,Wellington College,BT7 3HE,"POLYGON ((-5.9213599 54.5719653, -5.92135 54.5714894, -5.9208934 54.571481, -5.921053 54.5695652, -5.9210826 54.5694076, -5.9202409 54.5692042, -5.9202243 54.5692238, -5.9198853 54.569155, -5.9196957 54.5694873, -5.9181693 54.5693228, -5.9180261 54.5697709, -5.9176103 54.5697731, -5.9176468 54.5705489, -5.9178166 54.5705559, -5.9177938 54.5708846, -5.9176327 54.5708905, -5.9176493 54.5710549, -5.917683 54.5710926, -5.91792 54.5711032, -5.9179504 54.5714693, -5.9193502 54.5714409, -5.9193537 54.5714768, -5.9193265 54.5716461, -5.9193732 54.5716867, -5.9194666 54.571707, -5.9213599 54.5719653))",54.5719653,54.569155,-5.9176103,-5.9213599,235886177,way,653650363,54.57072025,-5.919380987989351,"Wellington College, Rosetta Avenue, Ballynafeigh, County Down, Ulster, Northern Ireland, BT7 3HE, United Kingdom",amenity,school,0.6469815592908572
5420268,St Patrick's Grammar (Armagh),BT61 7QZ,"POLYGON ((-6.6598666 54.3548743, -6.6597705 54.3546639, -6.6595238 54.3545213, -6.6593459 54.3544621, -6.6591571 54.3544303, -6.6589448 54.3540054, -6.6588854 54.3538751, -6.6587881 54.3537336, -6.6586414 54.3535106, -6.6584631 54.3531269, -6.6581447 54.3524339, -6.6580488 54.3523507, -6.6579069 54.3522275, -6.6573737 54.3527059, -6.6573449 54.3527317, -6.6569643 54.3527224, -6.6569643 54.3529073, -6.6570515 54.3534227, -6.6571308 54.3539865, -6.6571268 54.3543077, -6.6570951 54.3547006, -6.6570079 54.3548138, -6.6570119 54.3548808, -6.6573554 54.3549121, -6.6574679 54.3549224, -6.6575546 54.3549878, -6.6583164 54.3550818, -6.6590024 54.3551812, -6.6592403 54.3551903, -6.6594109 54.3551426, -6.6596782 54.3550657, -6.6598018 54.3549732, -6.6598666 54.3548743))",54.3551903,54.3522275,-6.6569643,-6.6598666,207055283,way,456751637,54.353622099999995,-6.657897148075557,"St Patrick's Grammar School, Moy Road, Armagh, County Armagh, Ulster, Northern Ireland, BT61 7QZ, United Kingdom",amenity,school,0.8101
2410311,Strabane Academy,BT82 8NW,"POLYGON ((-7.4540202 54.8151545, -7.4539107 54.8149685, -7.4535937 54.8149287, -7.4528847 54.8148523, -7.4523602 54.814756, -7.4519856 54.814364, -7.4512478 54.8146596, -7.4509884 54.8149619, -7.4507809 54.8151346, -7.4506714 54.8154966, -7.4506067 54.8156871, -7.4507203 54.8156936, -7.4511114 54.8157676, -7.4514734 54.8158685, -7.4515726 54.8159627, -7.4517594 54.8160064, -7.4520338 54.8160535, -7.4522614 54.8160636, -7.4527751 54.8160804, -7.4530647 54.8160602, -7.4533455 54.8161255, -7.4538644 54.816125, -7.4539914 54.8160014, -7.453928 54.8158353, -7.4539799 54.8155995, -7.4540087 54.815294, -7.4540202 54.8151545))",54.8161255,54.814364,-7.4506067,-7.4540202,263656961,way,817256073,54.81522425,-7.45238411605663,"Strabane Academy, 4, Liskey Road, Strabane, County Tyrone, Ulster, Northern Ireland, BT82 8NW, United Kingdom",place,house,0.6083870403687117
3420068,Dominican College,BT15 4AQ,"POLYGON ((-5.9340808 54.6300021, -5.9339336 54.6294514, -5.9332422 54.6295261, -5.9331949 54.6293612, -5.9335564 54.6293221, -5.9332093 54.628379, -5.9330844 54.6283932, -5.9319197 54.6286116, -5.931368 54.6287389, -5.9304865 54.6289987, -5.9313017 54.6298987, -5.9315699 54.6305756, -5.9316786 54.6311915, -5.9326964 54.6314219, -5.9327644 54.6307638, -5.9328304 54.63001, -5.9329929 54.6299912, -5.9340808 54.6300021))",54.6314219,54.628379,-5.9304865,-5.9340808,201575625,way,425075109,54.629944949999995,-5.932692774554456,"Dominican College, Dunlambert Drive, Fortwilliam, Belfast, County Antrim, Ulster, Northern Ireland, BT15 4AQ, United Kingdom",amenity,school,0.6075345213990273
3420317,Coleraine Grammar School,BT51 1LZ,"POLYGON ((-6.6649098 55.1308778, -6.6626999 55.1292537, -6.6621742 55.1295757, -6.6618308 55.1294009, -6.6613159 55.1297076, -6.6604039 55.1292291, -6.6597489 55.1296085, -6.6602592 55.1300389, -6.6602975 55.130451, -6.6619561 55.1310966, -6.6622623 55.13102, -6.6631363 55.131578, -6.6643645 55.1310931, -6.6649098 55.1308778))",55.131578,55.1292291,-6.6597489,-6.6649098,205966573,way,450764611,55.130244950000005,-6.6621635180099785,"Coleraine Grammar School - Lodge Road Campus, Lodge Road, Coleraine Town Centre, Coleraine, County Londonderry, Ulster, Northern Ireland, BT51 1LZ, United Kingdom",place,house,0.6976412227802594
5420268,St Patrick's Grammar (Armagh),BT61 7QZ,"POLYGON ((-6.6598666 54.3548743, -6.6597705 54.3546639, -6.6595238 54.3545213, -6.6593459 54.3544621, -6.6591571 54.3544303, -6.6589448 54.3540054, -6.6588854 54.3538751, -6.6587881 54.3537336, -6.6586414 54.3535106, -6.6584631 54.3531269, -6.6581447 54.3524339, -6.6580488 54.3523507, -6.6579069 54.3522275, -6.6573737 54.3527059, -6.6573449 54.3527317, -6.6569643 54.3527224, -6.6569643 54.3529073, -6.6570515 54.3534227, -6.6571308 54.3539865, -6.6571268 54.3543077, -6.6570951 54.3547006, -6.6570079 54.3548138, -6.6570119 54.3548808, -6.6573554 54.3549121, -6.6574679 54.3549224, -6.6575546 54.3549878, -6.6583164 54.3550818, -6.6590024 54.3551812, -6.6592403 54.3551903, -6.6594109 54.3551426, -6.6596782 54.3550657, -6.6598018 54.3549732, -6.6598666 54.3548743))",54.3551903,54.3522275,-6.6569643,-6.6598666,207055283,way,456751637,54.353622099999995,-6.657897148075557,"St Patrick's Grammar School, Moy Road, Armagh, County Armagh, Ulster, Northern Ireland, BT61 7QZ, United Kingdom",amenity,school,0.8101
4420050,Friends' School,BT28 3BH,"POLYGON ((-6.0471239 54.518019, -6.0470572 54.5176335, -6.0469062 54.5174636, -6.0467497 54.5173199, -6.0455834 54.516412, -6.0451883 54.5160607, -6.0448245 54.5161446, -6.0441585 54.5158794, -6.0440795 54.5160424, -6.0442466 54.5160697, -6.0443535 54.5162351, -6.0441315 54.5165531, -6.0440361 54.5167211, -6.0435001 54.516832, -6.0433594 54.5168918, -6.043329 54.5169047, -6.043487 54.5174567, -6.0431827 54.5175154, -6.0434407 54.5179499, -6.043017 54.5180184, -6.0431995 54.5184113, -6.0417916 54.5186182, -6.0430386 54.5203933, -6.0463302 54.5197173, -6.0459271 54.5191269, -6.0467773 54.5189141, -6.0463179 54.5182284, -6.0471239 54.518019))",54.5203933,54.5158794,-6.0417916,-6.0471239,210220792,way,470207773,54.518123700000004,-6.044893405650287,"Friends' School, Forthill, Hilden, Lisburn, County Antrim, Ulster, Northern Ireland, BT28 3BH, United Kingdom",amenity,school,0.6563219431370921
5420263,"Royal School, Armagh",BT61 9DH,"POLYGON ((-6.6506854 54.3512312, -6.6505312 54.3509473, -6.6503623 54.3509685, -6.6503048 54.3509003, -6.6502747 54.3508324, -6.6499281 54.3502004, -6.6493393 54.3503086, -6.649204 54.3503638, -6.6491004 54.3503874, -6.6488232 54.3504369, -6.6486244 54.3500811, -6.6486034 54.3500546, -6.6485679 54.3500555, -6.6482846 54.3501131, -6.6479237 54.3501864, -6.6478393 54.3502037, -6.6470261 54.3503304, -6.6460132 54.3505694, -6.6456276 54.3499892, -6.6455669 54.3500127, -6.6440854 54.3503341, -6.643763 54.3503937, -6.6441695 54.3510474, -6.644464 54.3515969, -6.6447268 54.3521158, -6.6447794 54.3522853, -6.6456557 54.3521832, -6.6468966 54.3520322, -6.6482634 54.3518277, -6.6491326 54.3516214, -6.6506118 54.3512741, -6.6506854 54.3512312), (-6.6478872 54.3511703, -6.6471023 54.3513524, -6.6469698 54.3511657, -6.6477778 54.3509894, -6.6478872 54.3511703))",54.3522853,54.3499892,-6.643763,-6.6506854,299082033,relation,11210988,54.35110655,-6.64572104557131,"The Royal School Armagh, College Hill, Armagh, County Armagh, Ulster, Northern Ireland, BT61 9DH, United Kingdom",amenity,school,0.6101
2410048,Limavady Grammar School,BT49 9ET,"POLYGON ((-6.9504819 55.0420589, -6.9504005 55.0419442, -6.9501359 55.0416273, -6.9497974 55.0412343, -6.9491755 55.0405113, -6.949169 55.0404687, -6.9498712 55.040459, -6.9498577 55.0401344, -6.9497864 55.0399575, -6.9496813 55.0397728, -6.9477203 55.0398136, -6.9468348 55.0398369, -6.9457017 55.0398505, -6.9460688 55.0407899, -6.9444184 55.0412325, -6.9461699 55.0430969, -6.9462198 55.0430787, -6.9463192 55.0430424, -6.9469027 55.0429142, -6.9470191 55.0428875, -6.9479685 55.0426692, -6.9480358 55.0426537, -6.9486872 55.042504, -6.9487283 55.0424825, -6.9488467 55.0424204, -6.9489756 55.0423504, -6.9492843 55.0423446, -6.9499357 55.0421988, -6.9504819 55.0420589))",55.0430969,55.0397728,-6.9444184,-6.9504819,156313253,way,210611301,55.0414308,-6.947285670904849,"Limavady Grammar School, 3, Ballyquin Road, Limavady, County Londonderry, Ulster, Northern Ireland, BT49 9ET, United Kingdom",amenity,school,0.7535246308816305
2420064,Christian Brothers Grammar (Omagh),BT78 1LD,"POLYGON ((-7.3042059 54.5979136, -7.3041708 54.5978664, -7.3041077 54.5977738, -7.3038984 54.5976349, -7.3037093 54.5975267, -7.3034729 54.5974504, -7.3032073 54.5973727, -7.3029328 54.5973065, -7.3028359 54.5972773, -7.3026094 54.5972226, -7.3024479 54.5972407, -7.302274 54.5974185, -7.3021496 54.5974533, -7.3019897 54.5975128, -7.3019341 54.5975502, -7.3019097 54.5976201, -7.3018754 54.5977095, -7.3017553 54.5978909, -7.3012042 54.5983805, -7.3021205 54.5986717, -7.3020967 54.5986944, -7.3017723 54.5990188, -7.3023071 54.5991764, -7.3025004 54.5991776, -7.3035475 54.5982615, -7.3039659 54.5983858, -7.304159 54.5984355, -7.3039444 54.5980812, -7.3040772 54.5979771, -7.3042059 54.5979136))",54.5991776,54.5972226,-7.3012042,-7.3042059,148449481,way,181284706,54.59817135,-7.302719312942656,"Christian Brothers' Grammar School, Kevlin Road, Omagh, County Tyrone, Ulster, Northern Ireland, BT78 1LD, United Kingdom",amenity,school,0.9613084161990559
1420028,Belfast Royal Academy,BT14 6JL,"MULTIPOLYGON (((-5.9407395 54.6150429, -5.9403493 54.614882, -5.9397297 54.614722, -5.9392389 54.6145868, -5.938673 54.61443, -5.9377449 54.6141721, -5.9376642 54.6143139, -5.9375501 54.6144664, -5.9373694 54.6145045, -5.9374783 54.6147335, -5.9375026 54.614752, -5.937632 54.614989, -5.9377529 54.6150966, -5.9377896 54.6150685, -5.9379272 54.6149637, -5.939429 54.615601, -5.9397538 54.6157388, -5.9399658 54.6154706, -5.9402956 54.6155591, -5.9404244 54.6154038, -5.9407395 54.6150429)), ((-5.9402493 54.6138888, -5.9393998 54.6136707, -5.939353 54.6137318, -5.9388206 54.6135952, -5.9383508 54.6142089, -5.9388889 54.614347, -5.9391307 54.6140311, -5.9395471 54.614138, -5.9393158 54.6144402, -5.9397433 54.6145499, -5.9398831 54.614367, -5.9401099 54.6140838, -5.9402493 54.6138888)))",54.6157388,54.6135952,-5.9373694,-5.9407395,298557748,relation,5994928,54.61492285,-5.9390221241756,"Belfast Royal Academy, Cliftonville Road, Cliftonville, Belfast, County Antrim, Ulster, Northern Ireland, BT14 6JL, United Kingdom",amenity,school,0.8179901826057103
3420034,Loreto College,BT51 3JZ,"POLYGON ((-6.6916966 55.1412967, -6.6914131 55.1402542, -6.6912334 55.1394345, -6.6908193 55.1393888, -6.6907127 55.1394258, -6.6906778 55.1394261, -6.6906149 55.1394242, -6.6905861 55.1394233, -6.6905271 55.1393565, -6.68998 55.1392977, -6.6894513 55.1391883, -6.6884173 55.1388327, -6.6883602 55.138878, -6.6883468 55.13905, -6.6872355 55.1390961, -6.6871807 55.1388262, -6.6861341 55.1389184, -6.686195 55.1397364, -6.6856289 55.1397806, -6.6856362 55.1398522, -6.6855703 55.13986, -6.6859715 55.1416027, -6.6876095 55.1415247, -6.6892583 55.1414145, -6.690495 55.1413319, -6.6916966 55.1412967))",55.1416027,55.1388262,-6.6855703,-6.6916966,205317641,way,438717711,55.1400571,-6.688492783156381,"Loreto College, Castlerock Road, Coleraine, County Londonderry, Ulster, Northern Ireland, BT51 3JZ, United Kingdom",amenity,school,0.4001
2420287,Lumen Christi College,BT48 6UJ,"POLYGON ((-7.3330819 54.990522, -7.3329971 54.9904795, -7.3329094 54.9904305, -7.3329548 54.9903974, -7.3328636 54.9903461, -7.3328032 54.9903174, -7.3327982 54.9902678, -7.332831 54.9902504, -7.332761 54.9902038, -7.3325833 54.9901977, -7.3323863 54.990137, -7.3321339 54.9899943, -7.3323065 54.9898868, -7.3323217 54.989864, -7.3316704 54.9893296, -7.3314397 54.989459, -7.3312001 54.9893352, -7.3309297 54.9894786, -7.3306995 54.9893936, -7.3303642 54.9895922, -7.3295535 54.9900723, -7.3295272 54.9900869, -7.3293547 54.9901804, -7.3291901 54.9902716, -7.3294347 54.9904123, -7.3284043 54.9910244, -7.3284844 54.9910694, -7.328978 54.9913465, -7.3293998 54.9915833, -7.3297836 54.9917726, -7.33034 54.9920599, -7.3310847 54.9917354, -7.3327399 54.9907062, -7.3328958 54.990621, -7.3329341 54.9905981, -7.3330819 54.990522))",54.9920599,54.9893296,-7.3284043,-7.3330819,123904373,way,79871963,54.9906636,-7.330914757666235,"Lumen Christi College, 181, Bishop Street Without, Brandywell, Londonderry/Derry, County Londonderry, Ulster, Northern Ireland, BT48 6UJ, United Kingdom",amenity,school,0.6626514353057296
3420317,Coleraine Grammar School,BT51 1LZ,"POLYGON ((-6.6649098 55.1308778, -6.6626999 55.1292537, -6.6621742 55.1295757, -6.6618308 55.1294009, -6.6613159 55.1297076, -6.6604039 55.1292291, -6.6597489 55.1296085, -6.6602592 55.1300389, -6.6602975 55.130451, -6.6619561 55.1310966, -6.6622623 55.13102, -6.6631363 55.131578, -6.6643645 55.1310931, -6.6649098 55.1308778))",55.131578,55.1292291,-6.6597489,-6.6649098,205966573,way,450764611,55.130244950000005,-6.6621635180099785,"Coleraine Grammar School - Lodge Road Campus, Lodge Road, Coleraine Town Centre, Coleraine, County Londonderry, Ulster, Northern Ireland, BT51 1LZ, United Kingdom",place,house,0.6976412227802594
